Gene	F_Hom	E_Hom	D_Hom	C_Wt	B_Wt	A_Wt
Gm29069	0	0	0	0	0	0
Gm2907	1	0	0	0	0	0
Gm29070	0	0	0	0	0	0
Gm29071	0	0	0	0	0	0
Gm29072	0	0	0	0	0	0
Gm29074	0	0	0	0	0	0
Gm29075	0	0	0	0	0	0
Gm29076	0	0	0	0	0	0
Gm29077	0	0	0	0	0	0
Gm29078	0	0	0	0	0	0
Gm29079	0	0	0	0	0	0
Gm29080	0	0	0	0	0	0
Gm29081	0	0	0	0	0	0
Gm29082	0	0	0	0	0	0
Gm29083	0	0	1	0	0	0
Gm29084	6	14	6	1	1	3
Gm29085	0	0	0	0	0	0
Gm29086	0	0	0	0	0	0
Gm29087	0	0	0	0	0	0
Gm29088	0	0	0	0	0	0
Gm29089	0	0	0	0	0	0
Gm29090	0	0	0	0	0	0
Gm29091	0	0	0	0	0	0
Gm29092	0	0	0	0	0	0
Gm29093	11	12	13	10	3	4
Gm29094	0	0	0	0	0	0
Gm29095	18	15	18	10	17	10
Gm29096	70	64	51	37	40	32
Gm29097	0	0	0	0	0	0
Gm29098	0	0	0	0	0	0
Gm29099	0	0	0	0	0	0
Gm29100	1	1	0	3	1	2
Gm29101	0	2	2	0	1	1
Gm29102	0	0	0	0	0	0
Gm29103	0	0	0	0	0	0
Gm29104	0	0	0	0	0	0
Gm29105	0	0	0	0	0	0
Gm29106	0	0	0	0	0	0
Gm29107	8	8	11	4	4	16
Gm29108	0	0	0	0	0	0
Gm29109	0	0	0	0	0	0
Gm29110	0	0	0	0	0	0
Gm29111	0	0	0	0	0	0
Gm29112	0	0	0	0	0	1
Gm29113	0	0	0	0	0	0
Gm29114	0	0	0	0	0	0
Gm29115	0	0	0	0	0	0
Gm29116	0	0	0	0	0	0
Gm29117	0	0	0	0	0	0
Gm29118	0	0	0	0	0	0
Gm29119	0	0	0	0	0	0
Gm29120	0	0	0	0	0	0
Gm29121	0	0	0	0	0	0
Gm29122	0	0	0	0	0	0
Gm29123	0	1	0	0	1	0
Gm29124	2	3	0	1	0	2
Gm29125	0	0	0	0	0	0
Gm29126	0	0	0	0	0	0
Gm29127	0	0	0	0	0	0
Gm29128	0	0	0	0	0	1
Gm29129	0	0	0	0	0	0
Gm2913	0	0	0	0	0	0
Gm29130	0	0	0	0	0	0
Gm29131	0	0	0	0	0	0
Gm29132	0	0	0	0	0	0
Gm29133	0	0	0	0	0	0
Gm29134	0	0	0	0	0	0
Gm29135	0	0	0	0	0	0
Gm29137	0	0	0	0	0	0
Gm29138	2	0	0	0	1	0
Gm29139	0	0	0	0	0	0
Gm2914	0	0	0	0	0	0
Gm29140	0	0	0	0	1	0
Gm29141	0	0	0	0	0	0
Gm29142	0	0	0	0	0	0
Gm29143	2	2	2	5	0	3
Gm29144	0	0	0	0	0	0
Gm29145	0	0	0	0	0	0
Gm29146	0	0	0	0	0	0
Gm29147	0	0	0	0	0	0
Gm29148	0	0	0	0	0	0
Gm29149	0	0	0	0	0	0
Gm29150	0	0	0	0	0	0
Gm29151	0	0	0	0	0	0
Gm29152	0	0	0	0	1	0
Gm29154	0	2	1	0	0	0
Gm29155	2	4	2	0	1	2
Gm29156	7	7	4	5	1	5
Gm29157	0	1	0	0	0	0
Gm29158	0	0	0	0	0	0
Gm29159	0	0	0	0	0	0
Gm2916	0	0	0	0	0	0
Gm29160	0	0	0	0	0	0
Gm29161	0	0	0	0	0	0
Gm29162	0	0	0	0	0	0
Gm29163	0	0	0	0	0	0
Gm29164	0	0	0	1	1	0
Gm29165	0	0	0	0	0	0
Gm29166	0	0	0	0	0	0
Gm29167	0	0	0	0	0	0
Gm29168	0	0	0	0	0	0
Gm29169	0	0	0	0	0	0
Gm29170	18	5	2	4	10	13
Gm29171	0	0	0	0	0	0
Gm29172	0	0	0	0	0	0
Gm29173	0	0	0	0	0	0
Gm29174	0	0	0	0	0	0
Gm29175	0	0	0	0	0	0
Gm29176	0	0	0	0	0	0
Gm29177	0	0	0	1	0	0
Gm29178	0	0	0	0	0	1
Gm29179	0	0	0	0	0	0
Gm29180	0	0	0	0	0	0
Gm29181	0	0	0	0	0	0
Gm29182	0	0	0	0	0	0
Gm29183	0	1	2	6	2	1
Gm29184	2	0	1	0	0	1
Gm29185	0	0	0	0	0	0
Gm29186	1	0	1	0	1	4
Gm29187	0	0	2	0	0	0
Gm29188	0	2	0	0	0	0
Gm29189	0	0	0	0	0	0
Gm29190	0	0	0	0	0	0
Gm29191	0	0	0	0	0	0
Gm29192	0	0	0	0	0	0
Gm29193	0	0	0	0	0	0
Gm29194	0	0	0	0	0	0
Gm29195	0	0	0	0	0	0
Gm29196	0	0	0	0	0	0
Gm29197	0	0	0	0	0	0
Gm29198	0	0	0	0	0	0
Gm29199	0	0	2	2	2	2
Gm29200	0	0	0	0	0	0
Gm29201	3	2	2	2	1	1
Gm29202	0	0	0	0	0	0
Gm29203	0	0	0	0	0	0
Gm29204	0	0	0	0	0	0
Gm29205	1	1	1	1	1	0
Gm29206	0	0	0	0	0	0
Gm29207	0	0	0	0	0	0
Gm29208	0	0	0	0	0	1
Gm29209	0	0	0	0	0	0
Gm29210	0	0	0	0	0	0
Gm29211	0	0	0	0	0	0
Gm29212	0	0	0	0	0	0
Gm29213	0	0	0	0	0	0
Gm29214	0	0	0	0	3	0
Gm29215	0	0	0	0	0	0
Gm29216	17836	9704	10647	11620	14096	15018
Gm29217	0	0	0	0	0	0
Gm29218	0	0	0	0	0	0
Gm29219	0	0	0	0	0	0
Gm29220	0	0	0	0	0	0
Gm29221	0	0	0	0	0	0
Gm29222	0	0	0	0	0	0
Gm29223	0	0	0	0	0	0
Gm29224	0	0	0	0	0	0
Gm29225	0	0	0	0	0	0
Gm29226	0	0	0	0	0	0
Gm29227	0	0	0	0	0	0
Gm29228	17	21	17	10	14	16
Gm29229	0	0	0	0	0	0
Gm29230	2	0	0	0	0	1
Gm29232	0	0	0	0	0	0
Gm29233	1	0	0	0	0	0
Gm29234	0	0	0	0	0	0
Gm29235	0	0	0	0	0	0
Gm29237	0	0	0	0	0	0
Gm29238	0	0	0	0	0	0
Gm29239	0	0	0	0	0	0
Gm29240	15	12	5	6	6	11
Gm29241	0	0	0	0	2	0
Gm29242	0	0	0	0	0	0
Gm29243	1	1	1	4	0	0
Gm29244	0	0	0	0	0	0
Gm29245	0	0	0	0	0	0
Gm29246	1	1	0	0	0	0
Gm29247	0	0	0	0	0	0
Gm29248	0	0	0	0	0	0
Gm29249	0	0	0	0	0	0
Gm29250	0	0	0	0	0	0
Gm29251	0	0	0	0	0	0
Gm29252	0	0	0	0	0	0
Gm29253	0	0	0	0	0	0
Gm29255	0	0	0	0	0	0
Gm29256	0	0	0	0	0	0
Gm29257	15	19	13	15	18	15
Gm29258	0	1	0	0	0	0
Gm29259	0	0	0	0	0	0
Gm29260	0	0	0	0	0	0
Gm29261	0	0	0	0	0	0
Gm29262	0	0	0	0	0	0
Gm29263	0	0	0	0	0	0
Gm29264	0	2	2	1	0	0
Gm29265	0	0	0	0	0	0
Gm29266	3	3	0	2	0	3
Gm2927	0	0	0	0	0	0
Gm29272	0	0	0	0	0	0
Gm29273	0	0	0	0	0	0
Gm29274	0	0	0	0	0	0
Gm29275	0	0	0	0	0	0
Gm29276	0	0	0	0	0	0
Gm29277	0	0	0	0	0	0
Gm29278	0	0	0	0	0	0
Gm29279	0	0	0	0	0	0
Gm29280	0	0	0	0	0	0
Gm29281	0	0	0	0	0	0
Gm29282	0	0	0	0	0	5
Gm29283	0	0	0	0	0	0
Gm29284	4	0	0	3	0	3
Gm29285	0	0	0	0	0	0
Gm29286	0	0	0	0	0	0
Gm29287	0	0	0	0	0	0
Gm29288	0	0	0	0	0	0
Gm29289	0	0	0	0	1	0
Gm29290	0	0	0	0	2	0
Gm29291	0	4	0	1	2	0
Gm29292	13	9	10	3	4	19
Gm29293	0	0	0	0	0	0
Gm29294	171	144	178	145	118	134
Gm29295	0	0	0	1	0	0
Gm29296	0	0	0	0	0	0
Gm29297	0	0	0	0	0	0
Gm29298	0	0	0	0	0	0
Gm29299	0	0	0	0	0	0
Gm2930	0	0	0	0	0	0
Gm29300	0	0	0	0	0	0
Gm29301	0	0	0	0	0	0
Gm29302	0	0	0	0	0	0
Gm29303	0	0	0	0	0	0
Gm29304	0	0	0	0	0	0
Gm29305	0	0	0	0	0	0
Gm29306	0	0	0	0	0	0
Gm29307	0	0	0	0	0	0
Gm29308	0	0	0	0	0	0
Gm29309	0	0	0	0	0	0
Gm29310	0	0	0	0	0	0
Gm29311	0	0	0	0	0	0
Gm29312	0	0	0	0	0	0
Gm29313	0	0	0	0	0	0
Gm29314	0	0	0	0	0	0
Gm29315	0	0	0	0	0	0
Gm29316	0	0	0	0	0	0
Gm29317	0	0	0	0	0	0
Gm29318	0	0	0	0	0	0
Gm29319	0	0	0	0	0	0
Gm29320	0	0	0	0	0	0
Gm29321	0	0	0	0	0	0
Gm29322	0	0	0	1	0	2
Gm29323	0	0	0	0	0	0
Gm29324	0	0	0	0	0	0
Gm29325	0	0	1	0	0	1
Gm29326	0	0	1	0	0	0
Gm29327	0	0	0	0	0	0
Gm29328	0	0	0	0	2	3
Gm29329	0	0	0	0	0	0
Gm2933	0	0	0	0	0	0
Gm29330	0	0	0	0	0	0
Gm29331	0	0	0	0	0	0
Gm29332	0	0	0	0	0	0
Gm29333	0	0	0	0	0	0
Gm29334	0	0	0	0	0	0
Gm29335	0	0	0	0	1	0
Gm29336	2	3	3	3	1	0
Gm29337	0	0	0	0	0	0
Gm29338	0	0	0	0	0	0
Gm29339	0	0	0	0	0	0
Gm29340	4	0	2	4	4	5
Gm29341	0	0	0	0	0	0
Gm29342	0	0	0	0	0	0
Gm29343	0	0	0	0	0	0
Gm29344	0	0	0	0	0	0
Gm29345	0	0	0	0	0	0
Gm29346	0	0	0	0	0	0
Gm29347	0	0	0	0	0	0
Gm29348	0	0	0	0	0	0
Gm29349	0	0	0	0	0	0
Gm29350	0	0	0	0	0	0
Gm29351	0	0	0	0	0	0
Gm29352	0	0	0	0	0	0
Gm29353	0	0	0	0	0	0
Gm29354	0	0	0	0	0	0
Gm29355	0	0	0	0	0	0
Gm29356	0	0	0	0	0	0
Gm29357	0	0	0	0	0	0
Gm29358	4	2	2	2	10	5
Gm29359	0	0	0	0	0	0
Gm29360	0	0	0	0	0	0
Gm29361	1	1	4	0	2	0
Gm29362	0	0	0	0	0	0
Gm29363	0	0	0	0	0	0
Gm29364	0	0	0	0	0	0
Gm29365	0	0	0	0	0	0
Gm29366	0	0	0	0	0	0
Gm29367	11	13	13	19	10	13
Gm29368	0	0	0	0	0	0
Gm29369	0	0	0	0	0	0
Gm29370	0	0	0	0	0	0
Gm29371	0	0	0	0	0	0
Gm29372	0	0	0	0	0	0
Gm29373	0	0	0	0	0	0
Gm29374	0	0	0	0	0	0
Gm29375	1	0	0	1	1	0
Gm29376	1	7	2	5	5	1
Gm29377	0	0	0	0	0	0
Gm29378	0	0	0	0	0	0
Gm29379	0	0	0	0	0	0
Gm29380	0	0	0	0	0	0
Gm29381	0	0	0	0	0	0
Gm29382	0	0	0	0	0	0
Gm29383	0	1	1	0	0	1
Gm29384	0	0	0	0	0	0
Gm29385	0	0	0	0	0	0
Gm29386	0	0	0	0	0	0
Gm29387	0	0	0	0	0	0
Gm29388	0	0	0	0	0	0
Gm29389	0	0	1	0	0	2
Gm29390	0	0	0	0	0	0
Gm29391	0	0	0	0	0	0
Gm29392	0	0	0	0	0	0
Gm29393	0	0	0	0	0	0
Gm29395	0	0	2	1	0	0
Gm29396	0	0	0	0	0	0
Gm29397	24	28	11	14	9	6
Gm29398	0	0	0	0	0	0
Gm29399	0	0	0	0	0	0
Gm29400	0	0	0	0	0	0
Gm29401	0	0	0	0	0	0
Gm29402	0	0	0	0	0	0
Gm29403	0	0	0	0	0	0
Gm29404	0	0	0	0	0	0
Gm29405	0	0	0	0	0	0
Gm29406	0	0	0	0	0	0
Gm29407	0	0	0	0	0	0
Gm29408	0	0	0	0	0	0
Gm29409	0	0	0	0	0	0
Gm29410	0	0	0	0	0	0
Gm29411	0	0	0	0	0	0
Gm29412	0	0	0	0	0	0
Gm29413	1	0	0	0	0	0
Gm29414	0	0	0	0	0	0
Gm29415	0	0	0	0	0	0
Gm29416	0	0	0	0	0	0
Gm29417	1	2	1	0	0	1
Gm29418	0	0	0	0	0	0
Gm29419	0	0	0	0	0	0
Gm29420	0	0	0	0	0	0
Gm29421	0	0	0	0	0	0
Gm29422	0	0	0	0	0	0
Gm29423	0	0	0	0	0	0
Gm29424	0	0	0	0	0	0
Gm29425	0	0	0	0	0	0
Gm29426	0	0	0	0	0	0
Gm29427	1	0	0	1	0	1
Gm29428	0	0	0	0	0	0
Gm29429	0	0	0	0	0	0
Gm29430	5	3	3	1	1	3
Gm29431	0	0	0	0	0	0
Gm29432	0	0	0	0	0	0
Gm29433	0	0	0	0	0	0
Gm29434	0	0	0	0	0	0
Gm29435	0	0	0	0	0	0
Gm29436	0	0	0	0	0	0
Gm29437	0	0	0	0	0	0
Gm29438	9	2	4	7	5	8
Gm29439	0	0	0	0	0	0
Gm29440	0	3	5	1	2	3
Gm29441	0	1	0	0	0	0
Gm29442	0	0	0	0	0	0
Gm29443	0	2	0	0	1	0
Gm29444	0	0	0	0	0	0
Gm29445	0	0	0	0	0	0
Gm29446	0	0	0	0	0	0
Gm29447	0	0	0	0	0	0
Gm29448	0	0	0	0	0	0
Gm29449	0	0	0	0	0	0
Gm29450	0	0	0	0	0	0
Gm29451	0	0	0	0	0	0
Gm29452	0	0	0	0	0	0
Gm29453	0	1	0	1	0	0
Gm29454	0	0	0	0	0	0
Gm29455	10	5	8	2	4	4
Gm29456	0	0	0	0	0	0
Gm29457	0	0	0	0	0	0
Gm29458	2	1	0	1	0	0
Gm29459	4	8	2	5	3	2
Gm29460	0	0	0	0	0	0
Gm29461	0	0	0	0	0	0
Gm29462	25	21	16	14	12	9
Gm29463	0	0	0	0	0	0
Gm29464	0	0	0	0	0	0
Gm29465	0	0	0	0	0	0
Gm29466	0	0	0	0	0	0
Gm29467	0	0	0	0	0	0
Gm29468	0	0	0	0	0	0
Gm29469	0	0	0	0	0	0
Gm29470	0	0	0	0	0	0
Gm29471	0	0	0	0	0	0
Gm29472	0	0	0	0	0	0
Gm29473	0	0	0	0	0	0
Gm29474	0	0	0	0	0	0
Gm29475	0	0	0	0	0	0
Gm29476	0	0	0	0	0	0
Gm29477	0	1	0	1	0	1
Gm29478	0	0	0	0	0	0
Gm29479	0	0	0	0	0	0
Gm29480	0	1	0	0	0	1
Gm29481	0	0	0	0	0	0
Gm29482	0	0	0	0	0	0
Gm29483	0	0	0	0	0	0
Gm29484	0	0	0	0	0	0
Gm29485	0	0	0	0	0	1
Gm29486	2	0	0	0	0	0
Gm29487	6	5	5	3	5	3
Gm29488	3	3	6	1	0	4
Gm29489	0	0	0	0	0	0
Gm29490	1	0	0	0	1	0
Gm29491	2	0	0	0	3	1
Gm29492	0	0	0	0	0	0
Gm29493	0	0	0	0	0	0
Gm29494	0	0	0	0	0	0
Gm29495	0	0	0	0	0	0
Gm29496	0	0	0	0	0	0
Gm29497	0	0	0	0	0	0
Gm29498	0	0	0	0	0	0
Gm29499	0	0	0	0	0	0
Gm2950	9	15	5	10	6	2
Gm29500	0	0	0	0	0	0
Gm29501	0	0	0	0	0	0
Gm29502	0	0	0	0	1	0
Gm29503	0	0	0	0	0	0
Gm29504	0	0	0	0	0	0
Gm29505	0	0	0	0	0	0
Gm29506	0	0	0	0	0	0
Gm29507	0	0	0	0	0	0
Gm29508	1	5	6	3	2	4
Gm29509	0	0	0	0	0	0
Gm2951	0	0	0	0	0	0
Gm29510	0	0	0	0	0	0
Gm29511	0	0	0	0	0	0
Gm29512	0	0	0	0	0	0
Gm29513	0	0	0	0	0	0
Gm29514	0	0	0	0	1	0
Gm29515	0	0	0	0	0	0
Gm29516	0	0	1	0	0	0
Gm29517	0	0	0	1	0	0
Gm29518	0	0	0	0	0	0
Gm29519	0	0	0	0	0	0
Gm29520	0	0	0	0	0	0
Gm29521	3	0	2	1	2	1
Gm29522	0	0	0	0	0	0
Gm29523	0	0	0	0	0	0
Gm29524	0	0	0	0	0	0
Gm29525	0	0	0	0	0	0
Gm29526	0	0	0	0	0	0
Gm29527	0	0	0	0	0	0
Gm29528	0	0	0	0	0	0
Gm29529	0	0	0	0	0	0
Gm29530	0	0	0	0	0	0
Gm29531	0	0	0	0	0	0
Gm29532	0	0	0	0	0	0
Gm29533	0	0	0	0	0	0
Gm29534	0	0	0	0	0	0
Gm29535	0	0	0	0	0	0
Gm29536	0	0	0	0	0	0
Gm29537	0	0	0	0	0	0
Gm29538	60	32	35	45	66	81
Gm29539	1	0	0	0	1	0
Gm29540	0	0	0	0	0	0
Gm29541	0	0	0	0	0	0
Gm29542	0	0	0	0	0	0
Gm29543	0	0	0	0	0	0
Gm29544	0	0	0	0	0	0
Gm29545	0	0	0	0	0	0
Gm29546	0	0	0	0	0	0
Gm29547	0	0	0	0	0	0
Gm29548	0	0	0	0	0	0
Gm29549	0	0	0	0	0	0
Gm29550	0	0	0	0	0	0
Gm29551	0	0	0	0	0	0
Gm29552	0	0	0	0	0	0
Gm29553	0	0	0	0	0	0
Gm29554	0	0	0	0	0	0
Gm29555	0	1	0	0	0	0
Gm29556	0	0	0	0	0	0
Gm29557	0	0	0	0	0	0
Gm29558	0	0	0	0	0	0
Gm29559	0	0	0	0	0	0
Gm2956	2	0	1	1	0	0
Gm29560	0	0	0	0	0	0
Gm29561	0	0	0	0	0	0
Gm29562	12	23	14	6	8	4
Gm29563	0	0	0	0	0	0
Gm29564	0	0	0	0	0	0
Gm29565	0	0	0	0	0	0
Gm29566	0	0	0	0	0	0
Gm29567	0	0	0	0	0	0
Gm29568	0	0	0	0	0	0
Gm29569	0	0	0	0	0	0
Gm29570	0	4	0	0	0	0
Gm29571	0	0	0	1	0	1
Gm29572	0	0	0	0	0	0
Gm29573	0	0	0	0	0	0
Gm29574	0	0	0	0	0	0
Gm29575	0	0	0	0	0	0
Gm29576	0	0	0	0	0	0
Gm29577	0	0	0	0	0	0
Gm29578	0	0	0	0	0	0
Gm29579	0	0	0	0	0	0
Gm29580	0	0	0	0	0	0
Gm29581	0	0	0	0	0	0
Gm29582	0	0	0	0	0	0
Gm29584	0	0	0	0	0	0
Gm29585	1	0	0	0	0	0
Gm29586	0	0	0	0	0	0
Gm29587	0	0	0	0	0	0
Gm29588	0	0	0	0	0	0
Gm29589	0	0	0	0	0	0
Gm2959	0	0	0	0	0	0
Gm29590	2	1	2	1	1	2
Gm29591	0	0	0	0	2	1
Gm29592	0	0	0	0	0	0
Gm29593	0	0	0	0	0	0
Gm29594	0	0	0	0	0	0
Gm29595	0	0	0	0	0	0
Gm29596	2	1	0	0	0	2
Gm29597	0	0	0	0	0	0
Gm29598	0	0	0	0	0	0
Gm29599	0	0	0	0	0	0
Gm29600	0	0	0	0	0	0
Gm29601	0	0	0	0	1	0
Gm29602	1	1	0	2	0	1
Gm29603	0	0	0	0	0	0
Gm29604	0	0	0	0	0	0
Gm29605	0	0	0	0	0	0
Gm29606	0	0	0	0	0	0
Gm29607	0	0	0	0	0	0
Gm29608	0	0	0	0	0	0
Gm29609	5	2	1	3	6	3
Gm29610	0	0	0	0	0	0
Gm29611	0	0	0	0	0	0
Gm29612	0	0	0	0	0	0
Gm29613	0	0	0	0	0	0
Gm29614	0	0	0	0	0	0
Gm29615	0	0	0	0	0	0
Gm29616	0	0	0	0	0	0
Gm29617	0	0	0	0	0	0
Gm29618	0	0	0	0	0	0
Gm29619	0	0	0	0	0	0
Gm2962	49	46	27	17	32	24
Gm29620	0	0	0	0	0	0
Gm29621	0	0	0	0	0	0
Gm29622	0	0	0	0	0	0
Gm29623	0	0	0	0	0	0
Gm29624	0	0	0	0	0	0
Gm29625	0	0	0	0	0	0
Gm29626	0	0	0	0	0	0
Gm29627	0	0	0	0	0	0
Gm29628	0	0	0	0	0	0
Gm29629	0	1	0	0	0	1
Gm29630	0	0	0	0	0	0
Gm29631	0	0	0	0	0	0
Gm29632	0	0	0	0	0	0
Gm29633	0	0	0	0	0	0
Gm29634	0	0	0	0	0	0
Gm29635	0	0	0	0	0	0
Gm29636	0	0	0	0	0	0
Gm29637	0	0	0	0	0	0
Gm29638	0	0	0	0	0	2
Gm29639	0	0	0	0	0	0
Gm2964	0	0	0	0	0	0
Gm29640	0	0	0	0	0	0
Gm29641	0	0	0	0	0	0
Gm29642	3	5	5	2	0	1
Gm29643	0	0	0	1	1	0
Gm29644	0	0	0	0	0	0
Gm29645	0	0	0	0	0	0
Gm29646	0	0	0	0	0	0
Gm29647	0	0	0	0	0	0
Gm29648	0	0	0	0	0	0
Gm29649	0	1	4	0	2	0
Gm29650	54	23	43	18	15	18
Gm29651	0	0	0	0	0	0
Gm29652	0	0	0	0	0	0
Gm29653	0	0	0	0	0	0
Gm29654	0	0	0	0	0	0
Gm29655	0	0	0	0	0	0
Gm29656	0	0	0	0	0	0
Gm29657	0	0	0	1	0	0
Gm29658	0	0	0	0	0	0
Gm29659	0	0	0	0	0	0
Gm2966	0	0	0	0	0	0
Gm29660	0	0	0	0	0	0
Gm29661	0	0	0	0	0	0
Gm29662	0	0	0	0	0	0
Gm29663	0	0	0	0	0	0
Gm29664	0	0	0	0	0	0
Gm29665	0	0	0	0	0	0
Gm29666	15	11	6	6	11	13
Gm29667	13	24	18	6	2	14
Gm29668	46	40	36	24	36	28
Gm29669	0	0	0	0	0	1
Gm29670	1	2	1	0	0	2
Gm29671	0	0	0	0	0	0
Gm29672	0	0	0	0	0	0
Gm2974	2	0	3	1	0	2
Gm2976	1	0	0	0	2	1
Gm2986	51	37	49	36	34	29
Gm2987	0	0	0	0	0	0
Gm2990	0	0	0	0	0	0
Gm2991	27	29	39	26	15	9
Gm2a	3440	5166	6035	2352	2537	2040
Gm3002	1	1	3	0	1	1
Gm3005	0	0	4	0	0	1
Gm3008	0	0	0	0	0	0
Gm3012	0	1	0	0	0	0
Gm3015	0	0	0	0	0	0
Gm3020	0	0	1	1	0	0
Gm3025	0	0	0	0	0	0
Gm3027	0	0	0	0	0	0
Gm3029	0	0	0	0	0	0
Gm3030	0	0	0	0	0	0
Gm3033	0	0	0	2	0	0
Gm3043	0	0	0	0	0	0
Gm3047	0	1	0	0	0	0
Gm3052	5	3	11	9	13	3
Gm3053	0	0	0	0	0	0
Gm3054	0	0	0	0	0	0
Gm3055	1	2	7	0	2	1
Gm3072	0	0	0	0	0	0
Gm3076	19	18	13	9	8	4
Gm3077	0	0	0	0	0	0
Gm3084	0	0	0	0	0	0
Gm3086	1	0	0	0	1	0
Gm3091	0	0	0	0	0	0
Gm3095	0	1	0	0	0	0
Gm3096	0	0	0	2	0	0
Gm3099	0	0	0	0	0	0
Gm3102	0	0	0	0	0	0
Gm3104	0	0	0	0	0	0
Gm3106	0	0	1	0	0	0
Gm3111	0	0	0	0	0	0
Gm3115	1	0	0	0	0	0
Gm3116	0	0	0	0	0	0
Gm3121	0	0	2	0	0	0
Gm3123	0	0	0	0	0	0
Gm3127	0	0	0	0	0	0
Gm3138	0	1	0	0	0	0
Gm3139	0	0	0	0	0	0
Gm3140	0	0	0	0	0	0
Gm3141	0	0	0	0	0	0
Gm3142	0	0	0	0	0	0
Gm3145	6	9	5	4	8	4
Gm3147	0	0	0	0	0	0
Gm3149	0	0	0	0	0	0
Gm3150	108	95	70	44	81	44
Gm3159	0	0	0	0	1	0
Gm3160	14	22	12	15	14	15
Gm3164	0	3	0	1	0	0
Gm3170	22	10	17	2	10	6
Gm3173	0	1	0	0	0	0
Gm3176	0	0	0	0	0	0
Gm318	0	0	0	0	0	0
Gm3182	0	0	0	0	0	0
Gm3183	0	0	0	0	0	0
Gm3187	0	0	0	0	0	0
Gm3191	3	8	3	1	11	10
Gm3194	0	0	1	0	0	0
Gm3200	25	56	36	21	23	21
Gm3208	0	0	0	0	0	0
Gm3211	0	0	0	0	0	0
Gm3216	0	0	0	0	0	0
Gm3221	0	0	0	0	0	0
Gm3222	92	90	68	55	45	54
Gm3233	0	0	0	0	0	1
Gm3235	0	0	0	0	0	0
Gm3238	0	0	0	0	0	0
Gm3239	0	0	0	0	1	2
Gm3242	0	0	0	0	0	0
Gm3244	78	71	47	42	52	41
Gm3248	1	5	7	1	0	1
Gm3250	0	0	0	0	0	0
Gm3252	0	1	1	0	1	1
Gm3259	0	0	0	0	0	0
Gm3261	0	0	0	0	0	0
Gm3264	0	0	1	0	0	0
Gm3267	0	0	0	0	0	0
Gm3269	0	0	0	0	0	0
Gm3272	100	93	88	57	62	52
Gm3275	0	0	0	0	0	0
Gm3278	0	0	0	0	0	0
Gm3286	0	0	0	0	0	0
Gm3287	0	0	0	0	0	0
Gm3294	0	0	0	0	0	0
Gm3298	0	1	2	0	2	0
Gm3307	7	7	1	2	2	6
Gm3317	1	1	0	0	1	1
Gm3326	0	0	1	0	0	0
Gm3327	0	0	0	0	0	0
Gm3329	0	0	0	0	0	0
Gm3331	5	3	2	6	2	5
Gm3332	0	0	0	0	0	0
Gm3336	10	6	9	10	12	4
Gm3339	0	0	0	0	0	0
Gm3344	0	0	0	0	0	0
Gm3348	19	12	13	9	4	6
Gm3355	44	35	25	38	36	32
Gm336	7	16	4	2	3	1
Gm3362	146	127	95	96	75	87
Gm3370	0	0	0	0	0	0
Gm3371	0	0	2	0	0	0
Gm3373	0	2	4	0	0	0
Gm3376	0	0	0	0	0	0
Gm3383	1	1	1	0	0	2
Gm340	114	121	120	69	96	61
Gm3402	0	0	0	0	0	0
Gm3404	0	0	0	0	0	0
Gm3409	0	0	0	0	0	0
Gm3411	0	2	1	0	0	0
Gm3415	0	0	0	0	0	0
Gm3424	1	0	0	0	0	0
Gm3428	0	0	0	0	0	0
Gm3434	0	0	0	0	0	0
Gm3436	46	40	39	25	31	41
Gm3443	4	1	0	0	0	1
Gm3448	6	2	10	1	4	2
Gm3453	0	0	0	1	0	1
Gm3454	0	0	0	0	0	0
Gm3460	0	0	0	0	0	0
Gm3466	3	0	1	0	1	2
Gm3468	0	4	2	4	7	1
Gm3470	5	3	0	5	5	3
Gm3476	0	0	0	0	0	0
Gm3486	0	0	0	0	0	0
Gm3488	3	0	1	1	0	0
Gm3489	1	0	0	0	0	0
Gm3495	1	0	0	2	0	0
Gm3496	0	0	0	0	0	0
Gm3500	1	0	1	0	2	0
Gm3508	3	2	2	5	1	1
Gm3510	0	0	0	2	0	0
Gm3512	0	1	1	0	1	2
Gm3513	0	0	1	0	0	0
Gm3526	0	0	0	0	0	0
Gm3531	427	378	345	219	230	193
Gm3532	0	0	0	0	0	0
Gm3534	213	189	298	113	151	107
Gm3542	0	0	0	0	0	0
Gm3543	0	0	0	0	0	0
Gm355	0	0	0	0	0	0
Gm3550	4	9	5	5	1	5
Gm3551	0	0	2	0	1	0
Gm3555	13	16	5	7	8	5
Gm3558	0	0	0	1	0	0
Gm3563	0	0	0	0	0	0
Gm3571	75	66	59	56	58	45
Gm3573	0	0	0	0	0	0
Gm3584	0	0	0	0	0	0
Gm3585	0	0	0	0	0	0
Gm3591	1	1	0	0	2	1
Gm3594	0	0	1	0	0	0
Gm3604	35	57	35	22	23	27
Gm3605	0	0	0	0	0	0
Gm3608	213	270	277	122	99	73
Gm3611	0	0	0	0	0	0
Gm3616	0	1	0	0	0	0
Gm3617	1	3	2	0	0	2
Gm3618	0	0	0	0	0	0
Gm362	0	0	0	0	0	0
Gm3623	0	0	0	0	0	0
Gm3625	0	1	0	0	0	0
Gm3629	1	1	0	0	1	0
Gm3633	0	0	0	0	0	0
Gm3636	6	11	5	3	9	3
Gm364	1	0	0	0	0	0
